"NR_all_29909.1","4V9Q|1|DV","4V9Q|1|DV,4V9Q|1|BV,4V9Q|1|DW,4V9Q|1|BW"
"NR_all_46102.1","1WZ2|1|D","1WZ2|1|D,1WZ2|1|C,3J5Y|1|D"
"NR_all_98920.1","4QU6|1|B","4QU6|1|B"
"NR_all_27775.1","4CIO|1|B","4CIO|1|B"
"NR_all_83717.40","5J7L|1|DA","5J7L|1|DA,5J8A|1|DA,5JC9|1|DA,4YBB|1|DA,5IT8|1|DA,4WOI|1|BA,4WOI|1|CA,5J91|1|DA,4V9P|1|EA,5J88|1|DA,4V9P|1|CA,4V9P|1|GA,4V9P|1|AA,4V9D|1|CA,4V9O|1|AA,4V9O|1|EA,4WWW|1|RA,4V9O|1|CA,4V6C|1|BA,5J7L|1|CA,4U27|1|BA,4V7T|1|BA,4WF1|1|BA,5J8A|1|CA,5JC9|1|CA,4V7U|1|BA,4V7V|1|BA,4V52|1|DB,4U24|1|BA,4U25|1|BA,4V9D|1|DA,4U26|1|BA,4V7S|1|BA,4V57|1|DB,4V52|1|BB,4V57|1|BB,4V9O|1|GA,4U1U|1|BA,4V85|1|BA,4V54|1|DB,4V64|1|DB,4V50|1|DB,4V54|1|BB,4V64|1|BB,4V53|1|DB,4V50|1|BB,4U1V|1|BA,4YBB|1|CA,5J88|1|CA,4V9C|1|DA,4V53|1|BB,4V56|1|DB,4U20|1|BA,4V56|1|BB,4U27|1|DA,4V55|1|DB,4V4Q|1|DB,4V55|1|BB,4V4Q|1|BB,4V6D|1|BA,4U25|1|DA,4U1U|1|DA,4V9C|1|BA,4U1V|1|DA,4V89|1|BA,5IT8|1|CA,4V6E|1|BA,4WF1|1|DA,4U24|1|DA,4U26|1|DA,4U20|1|DA,5J91|1|CA,4V6C|1|DA,4V5Y|1|DB,4WWW|1|YA,4V7T|1|DA,4V5Y|1|BB,4V6D|1|DA,4V7V|1|DA,4V7S|1|DA,4V7U|1|DA,4V6E|1|DA,4V5B|1|CB,4V5B|1|AB,5J5B|1|DA,4V4H|1|DB,4V4H|1|BB,5J5B|1|CA,5AFI|1|A,5NWY|1|N,5H5U|1|A,6H4N|1|A,5MDV|1|1,5MDW|1|1,5MGP|1|A,5U9G|1|01,5U9F|1|01,5MDZ|1|1,5UYM|1|01,6ENU|1|A,5WFS|1|A,3JBV|1|b,5WE4|1|A,6C4I|1|A,4V80|1|BA,4V80|1|DA,5WDT|1|A,6ENF|1|A,5GAE|1|A,3JCE|1|A,5MDY|1|1,5LZD|1|A,5WE6|1|A,6BU8|1|01,5O2R|1|A,5WFK|1|A,5LZE|1|A,5U4I|1|A,5UYL|1|01,5IQR|1|1,3JBU|1|b,5LZA|1|A,5KCR|1|1A,5JU8|1|BA,5JTE|1|BA,3J9Z|1|LA,6DNC|1|B,3JCJ|1|A,5WF0|1|A,5UYQ|1|01,6ENJ|1|A,5L3P|1|A,5GAD|1|A,6GC8|1|A,5UYP|1|01,5UYK|1|01,6GWT|1|A,5KPW|1|27,6GXM|1|A,5GAG|1|A,5GAH|1|A,5KPS|1|28,5UYN|1|01,6GBZ|1|A,6GXO|1|A,3J9Y|1|A,6GXN|1|A,5KPX|1|27,3JCD|1|A,6GC0|1|A,4UY8|1|A,5KCS|1|1A,3J7Z|1|A,5NP6|1|Y,5KPV|1|27,5GAF|1|A,6GXP|1|A,3JA1|1|LA,3JCN|1|A,5LZF|1|A,6GC4|1|A,5LZC|1|A,5NCO|1|A,5LZB|1|A,6GC6|1|A,4CSU|1|B,6GC7|1|A,4V5H|1|BB,6C4H|1|A,3J8G|1|B,4V69|1|BB,5AKA|1|B,4V6M|1|B8,5ADY|1|B,4V7B|1|BA,3J5L|1|A,5U4J|1|A,4V7C|1|BA,4V7D|1|AA,6H58|1|AA,6H58|1|A,4V6K|1|AB,4V7A|1|BA,4V65|1|BB,4V66|1|BB,4V6T|1|BA,2J28|1|B,2RDO|1|B,4V6V|1|BA,4V6R|1|BB,4V6Q|1|BB,4V7I|1|A8,4V48|1|A0,4V75|1|BA,4V6Z|1|BA,4V6Y|1|BA,3BBX|1|B,4V6N|1|AB,4V47|1|A0,4V72|1|BA,4V6S|1|AB,4V6L|1|BB,4V6P|1|BB,4V6O|1|BB,4V73|1|BA,4V79|1|BA,4V4W|1|B0,4V4V|1|B0,4V76|1|BA,4V70|1|BA,4V74|1|BA,4V77|1|BA,1C2W|1|B,4V78|1|BA,4V71|1|BA"
"NR_all_08576.2","6DO8|1|b","6DO8|1|b,6DPI|1|b,6DP9|1|b,6DPB|1|b,6DMN|1|b,6DPP|1|b,6DPK|1|b,6DPD|1|b,6DOT|1|b,6DOK|1|b,6DP8|1|b,6DPL|1|b,6DPG|1|b,6DOU|1|b,6DPC|1|b,6DO9|1|b,6DMV|1|b,6DP4|1|b,6DPN|1|b,6DOJ|1|b,6DPH|1|b,6DOS|1|b,6DOO|1|b,6DP6|1|b,6DOX|1|b,6DP5|1|b,6DOL|1|b,6DP1|1|b,6DOZ|1|b,6DP7|1|b,6DOQ|1|b,6DPA|1|b,6DOM|1|b,6DOG|1|b,6DOP|1|b,6DOH|1|b,6DOA|1|b,6DON|1|b,6DOV|1|b,6DPO|1|b,6DOD|1|b,6DOB|1|b,6DOW|1|b,6DPM|1|b,6DPF|1|b,6DP3|1|b,6DP2|1|b,6DPE|1|b,6DPJ|1|b,6DOR|1|b,6DOF|1|b,6DP0|1|b,6DOI|1|b,6DOC|1|b,6DOE|1|b"
"NR_all_64827.1","5VZJ|1|M","5VZJ|1|M"
"NR_all_02729.1","5VZJ|1|N","5VZJ|1|N"
"NR_all_21583.1","2JWV|1|A","2JWV|1|A"
"NR_all_23205.2","6DO8|1|B","6DO8|1|B,6DP9|1|B,6DOS|1|B,6DPB|1|B,6DP8|1|B,6DPP|1|B,6DPI|1|B,6DOK|1|B,6DOU|1|B,6DOO|1|B,6DPD|1|B,6DOP|1|B,6DO9|1|B,6DMN|1|B,6DPC|1|B,6DOQ|1|B,6DOT|1|B,6DP4|1|B,6DPL|1|B,6DPN|1|B,6DOM|1|B,6DOG|1|B,6DOX|1|B,6DPH|1|B,6DMV|1|B,6DOJ|1|B,6DOH|1|B,6DP1|1|B,6DP5|1|B,6DPA|1|B,6DPK|1|B,6DP6|1|B,6DOL|1|B,6DOA|1|B,6DPG|1|B,6DOZ|1|B,6DOB|1|B,6DOV|1|B,6DPO|1|B,6DP7|1|B,6DOF|1|B,6DON|1|B,6DOD|1|B,6DOR|1|B,6DOW|1|B,6DPM|1|B,6DPF|1|B,6DP3|1|B,6DPJ|1|B,6DP2|1|B,6DPE|1|B,6DP0|1|B,6DOC|1|B,6DOI|1|B,6DOE|1|B"
"NR_all_80967.1","2XKV|1|B","2XKV|1|B"
"NR_all_27023.1","3LQX|1|B","3LQX|1|B,1HQ1|1|B,2PXE|1|B,2PXD|1|B,2PXT|1|B,2PXB|1|B,2PXF|1|B,2PXP|1|B,2PXL|1|B,2PXV|1|B,2PXU|1|B,2PXK|1|B,2PXQ|1|B,1DUL|1|B"
"NR_all_18961.1","1WMQ|1|D","1WMQ|1|D,1WMQ|1|C,1WRQ|1|C,1WRQ|1|D"
"NR_all_95614.1","1HC8|1|C","1HC8|1|C,1HC8|1|D,1Y39|1|C,1Y39|1|D,1QA6|1|C,1QA6|1|D,1C04|1|E"
"NR_all_43598.1","5KVJ|1|A+5KVJ|1|B","5KVJ|1|A+5KVJ|1|B"
"NR_all_89429.3","4FEN|1|B","4FEN|1|B,4FEO|1|B,4FEL|1|B,4FEP|1|B,4FEJ|1|B,4FE5|1|B,2XNZ|1|A,2XNW|1|A,3GOT|1|A,2G9C|1|A,3GAO|1|A,3GER|1|A,2EES|1|A,3GOG|1|A,3DS7|1|A,2EET|1|A,3FO4|1|A,2EEV|1|A,3DS7|1|B,5C7U|1|B,3FO6|1|A,3G4M|1|A,3GES|1|A,2B57|1|A,2EEW|1|A,2EEU|1|A,5C7W|1|C,2XO1|1|A,1U8D|1|A"
"NR_all_66896.1","5NDI|1|B","5NDI|1|B,5NDI|1|A,5NDI|1|C,5NDI|1|D"
"NR_all_56726.38","5J7L|1|AA","5J7L|1|AA,4YBB|1|AA,5J8A|1|AA,5JC9|1|AA,4WOI|1|DA,4WOI|1|AA,5IT8|1|AA,4V9P|1|FA,4V9O|1|BA,5J7L|1|BA,4V9P|1|HA,4V9P|1|DA,4V9P|1|BA,5J8A|1|BA,4V9O|1|FA,5J91|1|AA,4V6C|1|AA,5JC9|1|BA,4V52|1|CA,4V9O|1|DA,4V7T|1|AA,4V57|1|CA,4WWW|1|QA,4V52|1|AA,4V57|1|AA,4U27|1|AA,5J88|1|AA,4V7V|1|AA,4V54|1|CA,4WF1|1|AA,4YBB|1|BA,4U1U|1|AA,4V64|1|CA,4U26|1|AA,4V53|1|CA,4V9D|1|AA,4U24|1|AA,4V7S|1|AA,4U25|1|AA,5IT8|1|BA,4V56|1|CA,4V9D|1|BA,4V54|1|AA,4U27|1|CA,4V64|1|AA,4V53|1|AA,4V56|1|AA,4V7U|1|AA,4V55|1|CA,4V50|1|CA,4V9O|1|HA,4WWW|1|XA,4V4Q|1|CA,4U20|1|AA,4V55|1|AA,4U1U|1|CA,4V50|1|AA,4U1V|1|AA,4U25|1|CA,4V6C|1|CA,5J88|1|BA,4V4Q|1|AA,4U26|1|CA,4V85|1|AA,5J91|1|BA,4V7T|1|CA,4WF1|1|CA,4U24|1|CA,4U1V|1|CA,4V6D|1|AA,4U20|1|CA,4V89|1|AA,4V7S|1|CA,4V6D|1|CA,4V7V|1|CA,4V6E|1|AA,4V5Y|1|CA,4V9C|1|CA,4V9C|1|AA,4V5Y|1|AA,4V7U|1|CA,4V6E|1|CA,4V5B|1|BA,4V5B|1|DA,5J5B|1|AA,4V4H|1|CA,4V4H|1|AA,5J5B|1|BA,5AFI|1|a,5NWY|1|0,3R8O|1|A,3R8N|1|A,6H4N|1|a,5H5U|1|h,5WDT|1|a,5WFS|1|a,5MDV|1|2,5MGP|1|a,6ENU|1|a,5WE4|1|a,6ENF|1|a,5U9G|1|A,5U9F|1|A,3JCE|1|a,5UYM|1|A,5MDW|1|2,5MDZ|1|2,6C4I|1|a,4V80|1|AA,4V80|1|CA,5O2R|1|a,5WFK|1|a,5LZD|1|a,5WE6|1|a,6BU8|1|A,5LZE|1|a+5LZE|1|y+5LZE|1|v+5LZE|1|x,5MDY|1|2,5U4I|1|a,5UYL|1|A,5KCR|1|1a,5IQR|1|2,3JBV|1|A,5WF0|1|a,5LZA|1|a,5JTE|1|AA,5JU8|1|AA,3JCJ|1|g,6ENJ|1|a,3J9Z|1|SA,3JCD|1|a,5L3P|1|a,6DNC|1|A,5UYQ|1|A,6GXM|1|a,6GWT|1|a,5UYP|1|A,6GXO|1|a,6GXN|1|a,5UYK|1|A,5KPW|1|26,3J9Y|1|a,5KCS|1|1a,5KPS|1|27,5UYN|1|A,5KPX|1|26,3JBU|1|A,5NP6|1|D,5KPV|1|26,3JA1|1|SA,6GXP|1|a,3JCN|1|a,5LZF|1|a,5LZC|1|a,5NO2|1|A,5NO4|1|A,5NO3|1|A,5LZB|1|a,4V5H|1|AA,5U4J|1|a,4V69|1|AA,4V6M|1|AA,4V7B|1|AA,4V7C|1|AA,4V7D|1|BA,5MY1|1|A,6H58|1|a,6H58|1|aa,6AWD|1|A,4V6K|1|BA,4V7A|1|AA,4V65|1|A1,4V66|1|A1,4V6V|1|AA,4V6T|1|AA,4V7I|1|BA,4V6R|1|AA,4V6Q|1|AA,4V48|1|BA,4V6Y|1|AA,4V75|1|AA,4V6Z|1|AA,4V6N|1|BA,4V47|1|BA,4V72|1|AA,4V6S|1|BA,4V6L|1|AA,3J28|1|N,4V6P|1|AA,3J2A|1|N,5ME1|1|A,5ME0|1|A,4ADV|1|A,3J2B|1|N,3J29|1|N,4V6O|1|AA,3J2C|1|N,5UZ4|1|A,4V73|1|AA,4V79|1|AA,4V4W|1|AA,4V4V|1|AA,3J2E|1|N,4A2I|1|A,4V77|1|AA,4V74|1|AA,4V70|1|AA,4V76|1|AA,3J2G|1|N,3J2F|1|N,3J2D|1|N,3J2H|1|N,2YKR|1|A,4V78|1|AA,4V71|1|AA"
"NR_all_44340.1","3LRR|1|C+3LRR|1|D","3LRR|1|C+3LRR|1|D"
"NR_all_20250.1","2GO5|1|9","2GO5|1|9"
"NR_all_95734.1","4B3R|1|Z+4B3R|1|W","4B3R|1|Z+4B3R|1|W,4B3M|1|Z+4B3M|1|W,4B3T|1|Z+4B3T|1|W,4B3S|1|Z+4B3S|1|W"
"NR_all_38795.1","1YZD|1|A+1YZD|1|B","1YZD|1|A+1YZD|1|B"
"NR_all_48721.1","5XXU|1|2","5XXU|1|2"
"NR_all_64055.1","1BN0|2|A","1BN0|2|A"
"NR_all_45098.1","5O2R|1|x","5O2R|1|x,5KCS|1|1x"
"NR_all_86832.1","5FJ0|1|C","5FJ0|1|C,5FJ0|1|A+5FJ0|1|B"
"NR_all_55785.1","4M59|1|C","4M59|1|C,4OE1|1|C"
"NR_all_39651.1","3HJW|1|D","3HJW|1|D,3LWV|1|D,3LWR|1|D,3LWP|1|D,3LWO|1|D,3LWQ|1|D"
"NR_all_54661.1","2GJW|1|I+2GJW|1|J+2GJW|1|L","2GJW|1|I+2GJW|1|J+2GJW|1|L,2GJW|1|E+2GJW|1|F+2GJW|1|H"
"NR_all_27182.1","4M59|1|D","4M59|1|D,4OE1|1|D"
"NR_all_76703.4","5E81|1|1K","5E81|1|1K,5EL6|1|1L,5EL4|1|1K,5IB8|1|1K,5IB7|1|1K,5E7K|1|1K,5EL4|1|1L,5EL6|1|1K,5EL7|1|1K,5E81|1|1L,5E7K|1|1L,5IB7|1|1L,5EL7|1|1L,5EL5|1|1K,5EL5|1|1L,5UYQ|1|Y,5UYP|1|Y,5JTE|1|AW,5UYN|1|Y"
"NR_all_19218.1","2NVT|1|R","2NVT|1|R,1Y1W|1|P,1Y77|1|P"
"NR_all_41092.1","2MXL|1|A","2MXL|1|A"
"NR_all_57598.2","3RG5|1|B","3RG5|1|B,3RG5|1|A"
"NR_all_90840.2","4ZDO|1|E","4ZDO|1|E,3A3A|1|A,4RQE|1|B,4RQE|1|D,4ZDP|1|E,4RQF|1|C,3HL2|1|E"
"NR_all_63209.1","3R1E|1|A+3R1E|1|B","3R1E|1|A+3R1E|1|B"
"NR_all_87560.1","1HS2|1|A","1HS2|1|A"
"NR_all_88517.4","4JNG|1|L","4JNG|1|L,5UK4|1|x,5UK4|1|v,5UK4|1|w,5UK4|1|u,4BHH|1|R,4J1G|1|E,3ZLA|1|I,3ZLA|1|J,3PU4|1|R,2GIC|1|R,3HHZ|1|R,6BJY|1|R,5UKB|1|R,6H25|1|R,2WYY|1|S,2WYY|1|R"
"NR_all_19539.1","5HNJ|1|A+5HNJ|1|B","5HNJ|1|A+5HNJ|1|B,5HNJ|1|C+5HNJ|1|D,5HN2|1|B+5HN2|1|A,5HNJ|1|E+5HNJ|1|F,5HN2|1|C+5HN2|1|D,5HN2|1|E+5HN2|1|F,5HNQ|1|A+5HNQ|1|B,5HNQ|1|C+5HNQ|1|D,5HNQ|1|K+5HNQ|1|L,5HNQ|1|E+5HNQ|1|F,5HNQ|1|I+5HNQ|1|J,5HNQ|1|M,5HNQ|1|G+5HNQ|1|H"
"NR_all_51156.1","3SQX|1|B","3SQX|1|B,3SQW|1|B"
"NR_all_90160.4","5B2P|1|B","5B2P|1|B,5B2O|1|B,5B2Q|1|B"
"NR_all_06650.7","6D9J|1|5+6D9J|1|8","6D9J|1|5+6D9J|1|8,1VWW|1|5+1VWW|1|8,1VWY|1|5+1VWY|1|8,3J72|1|5+3J72|1|8,3J71|1|5+3J71|1|8,5LZS|1|5+5LZS|1|8,1VX3|1|5+1VX3|1|8,3J74|1|5+3J74|1|8,5LZV|1|5+5LZV|1|8,6MTD|1|5+6MTD|1|8,6D90|1|5+6D90|1|8,6MTE|1|5+6MTE|1|8,6MTC|1|5+6MTC|1|8,5LZZ|1|5+5LZZ|1|8,5LZW|1|5+5LZW|1|8,5LZX|1|5+5LZX|1|8,5LZT|1|5+5LZT|1|8,6MTB|1|5+6MTB|1|8,1VX0|1|5+1VX0|1|8,3J73|1|5+3J73|1|8,6HCJ|1|51+6HCJ|1|81,5LZU|1|5+5LZU|1|8,6FRK|1|5+6FRK|1|8,6HCF|1|52+6HCF|1|82,5LZY|1|5+5LZY|1|8,3JAH|1|5+3JAH|1|8,6FTI|1|u+6FTI|1|w,3JAG|1|5+3JAG|1|8,3JAI|1|5+3JAI|1|8,3J92|1|5+3J92|1|8,6FTJ|1|u+6FTJ|1|w,6HCQ|1|51+6HCQ|1|81,6HCM|1|52+6HCM|1|82,4UJE|1|A2+4UJE|1|A3,6FTG|1|u+6FTG|1|w,3JAN|1|5+3JAN|1|8,3JAJ|1|5+3JAJ|1|8,4UJD|1|A2+4UJD|1|A3,4D67|1|2+4D67|1|3,4D5Y|1|2+4D5Y|1|3,4UJC|1|A2+4UJC|1|A3"
"NR_all_91467.6","6EK0|1|L5+6EK0|1|L8","6EK0|1|L5+6EK0|1|L8,5T2C|1|A+5T2C|1|C,4UG0|1|L5+4UG0|1|L8,5AJ0|1|A2+5AJ0|1|A3,5LKS|1|L5+5LKS|1|L8,4V6X|1|A5+4V6X|1|A8,5A8L|1|A"
"NR_all_26483.1","3J7Q|1|5+3J7Q|1|8","3J7Q|1|5+3J7Q|1|8,3J7O|1|5+3J7O|1|8,3J7P|1|5+3J7P|1|8,3J7R|1|5+3J7R|1|8"
"NR_all_78372.2","5K77|1|x","5K77|1|x,5K77|1|z,5K77|1|v,5K77|1|y,5K77|1|w,5F6C|1|C,1B2M|1|C,1B2M|1|D,1B2M|1|E"
"NR_all_07184.1","2UXC|1|X+2UXC|1|Y","2UXC|1|X+2UXC|1|Y"
"NR_all_85024.1","1R7W|12|A","1R7W|12|A"
"NR_all_14769.1","1I4C|1|A","1I4C|1|A"
"NR_all_29848.1","3DIL|1|A","3DIL|1|A,3DIX|1|A,3DIR|1|A,3DIY|1|A,3DIQ|1|A,3DIO|1|X,3DIG|1|X,3DJ2|1|A,3DIZ|1|A,3DIS|1|A,3DIM|1|A,3DJ0|1|A"
"NR_all_92683.1","2G3S|1|I+2G3S|1|J","2G3S|1|I+2G3S|1|J,2G3S|1|G+2G3S|1|H,2G3S|1|C+2G3S|1|D,2G3S|1|A+2G3S|1|B,2G3S|1|E+2G3S|1|F,1EKD|1|A+1EKD|1|B"
"NR_all_19677.1","5C0Y|1|D","5C0Y|1|D"
"NR_all_54627.2","4A3G|1|P","4A3G|1|P,4A3J|1|P,5MMI|1|z,3J9M|1|u"
"NR_all_09580.1","5C0Y|1|C","5C0Y|1|C"
"NR_all_27096.1","4WFL|1|A","4WFL|1|A,4WFM|1|A,4WFM|1|B"
"NR_all_61819.1","6BU9|1|B+6BU9|1|C","6BU9|1|B+6BU9|1|C"
"NR_all_55496.1","205D|1|A+205D|1|B","205D|1|A+205D|1|B"
"NR_all_50478.2","4OHY|1|B","4OHY|1|B,4OI1|1|B,4OI0|1|B"
"NR_all_14758.1","3R4F|1|A","3R4F|1|A"
"NR_all_63200.1","2KRV|1|A","2KRV|1|A"
"NR_all_56610.1","4Y52|1|R","4Y52|1|R,4Y7N|1|R,5W51|1|R,5W4U|1|R"
"NR_all_51266.2","2C4Q|1|R","2C4Q|1|R,2C4Y|1|R,2C4Q|1|S,2BU1|1|R,2C4Y|1|S,2IZ8|1|R,2C4Z|1|S,2C4Z|1|R,2C51|1|R,2BU1|1|S,2C50|1|R,2C51|1|S,2IZ8|1|S,2C50|1|S,1ZDH|1|R,1ZDH|1|S,2IZ9|1|R,2IZ9|1|S,2BQ5|1|R,2BNY|1|R,2BQ5|1|S,2BNY|1|S,1AQ4|1|R,1AQ3|1|R,1AQ3|1|S,1AQ4|1|S,2IZM|1|R,2IZM|1|S,1ZDI|1|R,2B2E|1|R,1KUO|1|R,1KUO|1|S,2B2G|1|R,1ZDK|1|R,1ZDK|1|S,1ZDI|1|S,2B2E|1|S,2B2G|1|S"
"NR_all_06591.1","2KH9|1|B","2KH9|1|B"
"NR_all_34359.3","2NVQ|1|R","2NVQ|1|R,2NVX|1|R,2E2I|1|R,2E2H|1|R,2NVZ|1|R,1SFO|1|R,1R9T|1|R,2YU9|1|R,1R9S|1|R,6H67|1|R,6H68|1|R,5VVR|1|R,5VVS|1|R"
"NR_all_76892.1","5LZD|1|y","5LZD|1|y,5LZF|1|y,5LZC|1|y,5LZB|1|y"
"NR_all_75028.1","2IZN|1|R","2IZN|1|R,2IZN|1|S"
"NR_all_13358.1","1N32|1|Y+1N32|1|Z","1N32|1|Y+1N32|1|Z"
"NR_all_89275.1","4Q0B|1|t","4Q0B|1|t,4Q0B|1|e"
"NR_all_70938.1","4XW0|1|A+4XW0|1|B","4XW0|1|A+4XW0|1|B"
"NR_all_28320.1","2LU0|7|A","2LU0|7|A"
"NR_all_32983.1","5M5Y|1|R","5M5Y|1|R,5M64|1|R"
"NR_all_50058.1","4WTA|1|T+4WTA|1|P","4WTA|1|T+4WTA|1|P,4WTF|1|T+4WTF|1|P,4WTG|1|T+4WTG|1|P"
"NR_all_62715.1","2K41|1|A+2K41|1|B","2K41|1|A+2K41|1|B"
"NR_all_45110.1","6BLO|1|R","6BLO|1|R,6BLP|1|R"
"NR_all_26576.1","4LCK|1|F","4LCK|1|F,4LCK|1|C,4TZZ|1|C,4TZZ|1|F,4TZZ|1|I,4TZZ|1|L,4TZV|1|C,4TZW|1|C,4TZP|1|C,4TZP|1|F"
"NR_all_51862.1","4LCK|1|B","4LCK|1|B,4LCK|1|E,4TZZ|1|H,4TZZ|1|E,4TZZ|1|B,4TZZ|1|K,4TZV|1|B,4TZW|1|B,4TZP|1|B,4TZP|1|E"
"NR_all_69350.1","5DDO|1|A","5DDO|1|A"
"NR_all_04601.1","5DDO|1|B","5DDO|1|B"
"NR_all_32674.1","1NBK|1|A","1NBK|1|A"
"NR_all_03690.1","6FPQ|1|B","6FPQ|1|B"
"NR_all_78233.1","4V9K|1|AW","4V9K|1|AW,4V9K|1|CW,4V9M|1|CW,4V9M|1|AW,4V9L|1|AW,4V9L|1|CW,4W29|1|AW,4W29|1|CW,4V9J|1|AW,4V9J|1|CW,4V7B|1|AW"
"NR_all_16044.1","1I9X|1|A+1I9X|1|B","1I9X|1|A+1I9X|1|B"
"NR_all_30457.10","6BK8|1|5","6BK8|1|5,5GMK|1|D,5Y88|1|B,6EXN|1|5,5YLZ|1|B,5LJ3|1|U,5ZWM|1|B,5GAN|1|U,5MPS|1|5,5WSG|1|D,5MQ0|1|5,5GAM|1|U,5ZWO|1|B,3JCM|1|F,5LQW|1|5,5NRL|1|5,5LJ5|1|U"
"NR_all_94750.1","5XY3|1|1+5XY3|1|4","5XY3|1|1+5XY3|1|4"
"NR_all_44609.1","2J37|1|Z","2J37|1|Z"
"NR_all_18222.1","1K4B|1|A","1K4B|1|A"
"NR_all_17965.1","1RFR|3|A","1RFR|3|A"
"NR_all_16996.1","1I9K|1|A","1I9K|1|A,1I9K|1|B,1I9K|1|C,1I9K|1|D"
"NR_all_95409.1","1UVM|1|D","1UVM|1|D,1UVM|1|E,1UVM|1|F"
"NR_all_56893.1","3P59|1|E+3P59|1|A+3P59|1|C+3P59|1|G+3P59|1|B+3P59|1|D+3P59|1|F+3P59|1|H","3P59|1|E+3P59|1|A+3P59|1|C+3P59|1|G+3P59|1|B+3P59|1|D+3P59|1|F+3P59|1|H"
"NR_all_72830.1","5E3H|1|B+5E3H|1|C","5E3H|1|B+5E3H|1|C,6GPG|1|B+6GPG|1|C"
"NR_all_48777.1","4NKU|1|D","4NKU|1|D,4NKU|1|H,1CWP|1|E"
"NR_all_10487.1","4NFQ|1|A","4NFQ|1|A,4NFQ|1|B+4NFQ|1|C,4NFO|1|A,4NFP|1|B+4NFP|1|C,4NFP|1|A,4NFO|1|B+4NFO|1|C,1YZD|1|C"
"NR_all_19377.1","5M3H|1|V+5M3H|1|R","5M3H|1|V+5M3H|1|R,6EVK|1|V+6EVK|1|R,6EVJ|1|V+6EVJ|1|R,6EVJ|1|U+6EVJ|1|S"
"NR_all_11173.1","4JVH|1|D","4JVH|1|D"
"NR_all_40109.1","2KXZ|1|A+2KXZ|1|B","2KXZ|1|A+2KXZ|1|B"
